,No.,Time,Source,Destination,Protocol,Length,Info,Info_01,Commands,Trans,R_W,D_M_I_H,I_C_R,Time_diff
2939,2940,30.823139,169.254.83.9,169.254.149.247,Modbus/TCP,75,"   Query: Trans: 27540; Unit:   1, Func:  16: Write Multiple Registers",Query,Write Multiple Registers,7540,Write,Multiple,Registers,0.0005109999999994841
2940,2941,30.82365,169.254.149.247,169.254.83.9,Modbus/TCP,66,"Response: Trans: 27540; Unit:   1, Func:  16: Write Multiple Registers",Response,Write Multiple Registers,7540,Write,Multiple,Registers,0.09982600000000019
2941,2942,30.923476,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 27541; Unit:   1, Func:   2: Read Discrete Inputs",Query,Read Discrete Inputs,7541,Read,Discrete,Inputs,0.0005699999999997374
2942,2943,30.924046,169.254.149.247,169.254.83.9,Modbus/TCP,64,"Response: Trans: 27541; Unit:   1, Func:   2: Read Discrete Inputs",Response,Read Discrete Inputs,7541,Read,Discrete,Inputs,0.00036300000000011323
2943,2944,30.924409,169.254.83.9,169.254.149.247,Modbus/TCP,68,"   Query: Trans: 27542; Unit:   1, Func:  15: Write Multiple Coils",Query,Write Multiple Coils,7542,Write,Multiple,Coils,0.00035799999999852616
2944,2945,30.924767,169.254.149.247,169.254.83.9,Modbus/TCP,66,"Response: Trans: 27542; Unit:   1, Func:  15: Write Multiple Coils",Response,Write Multiple Coils,7542,Write,Multiple,Coils,0.00028500000000164505
2945,2946,30.925052,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 27543; Unit:   1, Func:   4: Read Input Registers",Query,Read Input Registers,7543,Read,Input,Registers,0.0005290000000002237
2946,2947,30.925581,169.254.149.247,169.254.83.9,Modbus/TCP,71,"Response: Trans: 27543; Unit:   1, Func:   4: Read Input Registers",Response,Read Input Registers,7543,Read,Input,Registers,0.0003229999999980748
2947,2948,30.925904,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 27544; Unit:   1, Func:   3: Read Holding Registers",Query,Read Holding Registers,7544,Read,Holding,Registers,0.0005079999999999529
2948,2949,30.926412,169.254.149.247,169.254.83.9,Modbus/TCP,71,"Response: Trans: 27544; Unit:   1, Func:   3: Read Holding Registers",Response,Read Holding Registers,7544,Read,Holding,Registers,0.0003220000000005996
2949,2950,30.926734,169.254.83.9,169.254.149.247,Modbus/TCP,75,"   Query: Trans: 27545; Unit:   1, Func:  16: Write Multiple Registers",Query,Write Multiple Registers,7545,Write,Multiple,Registers,0.016698000000001656
2950,2951,30.943432,169.254.149.247,169.254.83.9,Modbus/TCP,66,"Response: Trans: 27545; Unit:   1, Func:  16: Write Multiple Registers",Response,Write Multiple Registers,7545,Write,Multiple,Registers,0.02762199999999737
2951,2952,30.971054,Raspberr_58:67:86,Broadcast,ARP,60,Who has 8.8.8.8? Tell 169.254.149.247,NaN,NaN,NaN,NaN,NaN,NaN,0.07255699999999976
2952,2953,31.043611,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 27546; Unit:   1, Func:   2: Read Discrete Inputs",Query,Read Discrete Inputs,7546,Read,Discrete,Inputs,0.0007100000000015427
2953,2954,31.044321,169.254.149.247,169.254.83.9,Modbus/TCP,64,"Response: Trans: 27546; Unit:   1, Func:   2: Read Discrete Inputs",Response,Read Discrete Inputs,7546,Read,Discrete,Inputs,0.00037299999999973465
2954,2955,31.044694,169.254.83.9,169.254.149.247,Modbus/TCP,68,"   Query: Trans: 27547; Unit:   1, Func:  15: Write Multiple Coils",Query,Write Multiple Coils,7547,Write,Multiple,Coils,0.0003740000000007626
2955,2956,31.045068,169.254.149.247,169.254.83.9,Modbus/TCP,66,"Response: Trans: 27547; Unit:   1, Func:  15: Write Multiple Coils",Response,Write Multiple Coils,7547,Write,Multiple,Coils,0.0001870000000003813
2956,2957,31.045255,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 27548; Unit:   1, Func:   4: Read Input Registers",Query,Read Input Registers,7548,Read,Input,Registers,0.0003189999999975157
2957,2958,31.045574,169.254.149.247,169.254.83.9,Modbus/TCP,71,"Response: Trans: 27548; Unit:   1, Func:   4: Read Input Registers",Response,Read Input Registers,7548,Read,Input,Registers,0.00023300000000148202
2958,2959,31.045807,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 27549; Unit:   1, Func:   3: Read Holding Registers",Query,Read Holding Registers,7549,Read,Holding,Registers,0.00031800000000004047
2959,2960,31.046125,169.254.149.247,169.254.83.9,Modbus/TCP,71,"Response: Trans: 27549; Unit:   1, Func:   3: Read Holding Registers",Response,Read Holding Registers,7549,Read,Holding,Registers,0.0002309999999994261
2960,2961,31.046356,169.254.83.9,169.254.149.247,Modbus/TCP,75,"   Query: Trans: 27550; Unit:   1, Func:  16: Write Multiple Registers",Query,Write Multiple Registers,7550,Write,Multiple,Registers,0.00031900000000106843
2961,2962,31.046675,169.254.149.247,169.254.83.9,Modbus/TCP,66,"Response: Trans: 27550; Unit:   1, Func:  16: Write Multiple Registers",Response,Write Multiple Registers,7550,Write,Multiple,Registers,0.09981600000000057
2962,2963,31.146491,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 27551; Unit:   1, Func:   2: Read Discrete Inputs",Query,Read Discrete Inputs,7551,Read,Discrete,Inputs,0.0007529999999995596
2963,2964,31.147244,169.254.149.247,169.254.83.9,Modbus/TCP,64,"Response: Trans: 27551; Unit:   1, Func:   2: Read Discrete Inputs",Response,Read Discrete Inputs,7551,Read,Discrete,Inputs,0.0006559999999993238
2964,2965,31.1479,169.254.83.9,169.254.149.247,Modbus/TCP,68,"   Query: Trans: 27552; Unit:   1, Func:  15: Write Multiple Coils",Query,Write Multiple Coils,7552,Write,Multiple,Coils,0.0005099999999984561
2965,2966,31.14841,169.254.149.247,169.254.83.9,Modbus/TCP,66,"Response: Trans: 27552; Unit:   1, Func:  15: Write Multiple Coils",Response,Write Multiple Coils,7552,Write,Multiple,Coils,0.0004730000000030543
2966,2967,31.148883,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 27553; Unit:   1, Func:   4: Read Input Registers",Query,Read Input Registers,7553,Read,Input,Registers,0.0010959999999968772
2967,2968,31.149979,169.254.149.247,169.254.83.9,Modbus/TCP,71,"Response: Trans: 27553; Unit:   1, Func:   4: Read Input Registers",Response,Read Input Registers,7553,Read,Input,Registers,0.0005920000000010361
2968,2969,31.150571,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 27554; Unit:   1, Func:   3: Read Holding Registers",Query,Read Holding Registers,7554,Read,Holding,Registers,0.0006200000000013972
2969,2970,31.151191,169.254.149.247,169.254.83.9,Modbus/TCP,71,"Response: Trans: 27554; Unit:   1, Func:   3: Read Holding Registers",Response,Read Holding Registers,7554,Read,Holding,Registers,0.0003929999999989775
2970,2971,31.151584,169.254.83.9,169.254.149.247,Modbus/TCP,75,"   Query: Trans: 27555; Unit:   1, Func:  16: Write Multiple Registers",Query,Write Multiple Registers,7555,Write,Multiple,Registers,0.0005039999999993938
2971,2972,31.152088,169.254.149.247,169.254.83.9,Modbus/TCP,66,"Response: Trans: 27555; Unit:   1, Func:  16: Write Multiple Registers",Response,Write Multiple Registers,7555,Write,Multiple,Registers,0.09935400000000172
2972,2973,31.251442,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 27556; Unit:   1, Func:   2: Read Discrete Inputs",Query,Read Discrete Inputs,7556,Read,Discrete,Inputs,0.000588000000000477
2973,2974,31.25203,169.254.149.247,169.254.83.9,Modbus/TCP,64,"Response: Trans: 27556; Unit:   1, Func:   2: Read Discrete Inputs",Response,Read Discrete Inputs,7556,Read,Discrete,Inputs,0.0005549999999985289
2974,2975,31.252585,169.254.83.9,169.254.149.247,Modbus/TCP,68,"   Query: Trans: 27557; Unit:   1, Func:  15: Write Multiple Coils",Query,Write Multiple Coils,7557,Write,Multiple,Coils,0.0003489999999999327
2975,2976,31.252934,169.254.149.247,169.254.83.9,Modbus/TCP,66,"Response: Trans: 27557; Unit:   1, Func:  15: Write Multiple Coils",Response,Write Multiple Coils,7557,Write,Multiple,Coils,0.0002780000000015548
2976,2977,31.253212,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 27558; Unit:   1, Func:   4: Read Input Registers",Query,Read Input Registers,7558,Read,Input,Registers,0.00034600000000040154
2977,2978,31.253558,169.254.149.247,169.254.83.9,Modbus/TCP,71,"Response: Trans: 27558; Unit:   1, Func:   4: Read Input Registers",Response,Read Input Registers,7558,Read,Input,Registers,0.0003449999999993736
2978,2979,31.253903,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 27559; Unit:   1, Func:   3: Read Holding Registers",Query,Read Holding Registers,7559,Read,Holding,Registers,0.00032099999999957163
2979,2980,31.254224,169.254.149.247,169.254.83.9,Modbus/TCP,71,"Response: Trans: 27559; Unit:   1, Func:   3: Read Holding Registers",Response,Read Holding Registers,7559,Read,Holding,Registers,0.0003069999999993911
2980,2981,31.254531,169.254.83.9,169.254.149.247,Modbus/TCP,75,"   Query: Trans: 27560; Unit:   1, Func:  16: Write Multiple Registers",Query,Write Multiple Registers,7560,Write,Multiple,Registers,0.00030800000000041905
2981,2982,31.254839,169.254.149.247,169.254.83.9,Modbus/TCP,66,"Response: Trans: 27560; Unit:   1, Func:  16: Write Multiple Registers",Response,Write Multiple Registers,7560,Write,Multiple,Registers,0.09966000000000008
2982,2983,31.354499,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 27561; Unit:   1, Func:   2: Read Discrete Inputs",Query,Read Discrete Inputs,7561,Read,Discrete,Inputs,0.0005929999999985114
2983,2984,31.355092,169.254.149.247,169.254.83.9,Modbus/TCP,64,"Response: Trans: 27561; Unit:   1, Func:   2: Read Discrete Inputs",Response,Read Discrete Inputs,7561,Read,Discrete,Inputs,0.0006540000000008206
2984,2985,31.355746,169.254.83.9,169.254.149.247,Modbus/TCP,68,"   Query: Trans: 27562; Unit:   1, Func:  15: Write Multiple Coils",Query,Write Multiple Coils,7562,Write,Multiple,Coils,0.00039999999999906777
2985,2986,31.356146,169.254.149.247,169.254.83.9,Modbus/TCP,66,"Response: Trans: 27562; Unit:   1, Func:  15: Write Multiple Coils",Response,Write Multiple Coils,7562,Write,Multiple,Coils,0.000362000000002638
2986,2987,31.356508,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 27563; Unit:   1, Func:   4: Read Input Registers",Query,Read Input Registers,7563,Read,Input,Registers,0.0003799999999998249
2987,2988,31.356888,169.254.149.247,169.254.83.9,Modbus/TCP,71,"Response: Trans: 27563; Unit:   1, Func:   4: Read Input Registers",Response,Read Input Registers,7563,Read,Input,Registers,0.0006089999999971951
2988,2989,31.357497,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 27564; Unit:   1, Func:   3: Read Holding Registers",Query,Read Holding Registers,7564,Read,Holding,Registers,0.00033800000000283603
2989,2990,31.357835,169.254.149.247,169.254.83.9,Modbus/TCP,71,"Response: Trans: 27564; Unit:   1, Func:   3: Read Holding Registers",Response,Read Holding Registers,7564,Read,Holding,Registers,0.00035199999999946385
2990,2991,31.358187,169.254.83.9,169.254.149.247,Modbus/TCP,75,"   Query: Trans: 27565; Unit:   1, Func:  16: Write Multiple Registers",Query,Write Multiple Registers,7565,Write,Multiple,Registers,0.0003189999999975157
2991,2992,31.358506,169.254.149.247,169.254.83.9,Modbus/TCP,66,"Response: Trans: 27565; Unit:   1, Func:  16: Write Multiple Registers",Response,Write Multiple Registers,7565,Write,Multiple,Registers,0.09999300000000133
2992,2993,31.458499,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 27566; Unit:   1, Func:   2: Read Discrete Inputs",Query,Read Discrete Inputs,7566,Read,Discrete,Inputs,0.0007130000000010739
2993,2994,31.459212,169.254.149.247,169.254.83.9,Modbus/TCP,64,"Response: Trans: 27566; Unit:   1, Func:   2: Read Discrete Inputs",Response,Read Discrete Inputs,7566,Read,Discrete,Inputs,0.0006489999999992335
2994,2995,31.459861,169.254.83.9,169.254.149.247,Modbus/TCP,68,"   Query: Trans: 27567; Unit:   1, Func:  15: Write Multiple Coils",Query,Write Multiple Coils,7567,Write,Multiple,Coils,0.0005220000000001335
2995,2996,31.460383,169.254.149.247,169.254.83.9,Modbus/TCP,66,"Response: Trans: 27567; Unit:   1, Func:  15: Write Multiple Coils",Response,Write Multiple Coils,7567,Write,Multiple,Coils,0.00034799999999890474
2996,2997,31.460731,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 27568; Unit:   1, Func:   4: Read Input Registers",Query,Read Input Registers,7568,Read,Input,Registers,0.0004990000000013595
2997,2998,31.46123,169.254.149.247,169.254.83.9,Modbus/TCP,71,"Response: Trans: 27568; Unit:   1, Func:   4: Read Input Registers",Response,Read Input Registers,7568,Read,Input,Registers,0.00045700000000081786
2998,2999,31.461687,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 27569; Unit:   1, Func:   3: Read Holding Registers",Query,Read Holding Registers,7569,Read,Holding,Registers,0.000460000000000349
2999,3000,31.462147,169.254.149.247,169.254.83.9,Modbus/TCP,71,"Response: Trans: 27569; Unit:   1, Func:   3: Read Holding Registers",Response,Read Holding Registers,7569,Read,Holding,Registers,0.0003449999999993736
3000,3001,31.462492,169.254.83.9,169.254.149.247,Modbus/TCP,75,"   Query: Trans: 27570; Unit:   1, Func:  16: Write Multiple Registers",Query,Write Multiple Registers,7570,Write,Multiple,Registers,0.0005209999999991055
3001,3002,31.463013,169.254.149.247,169.254.83.9,Modbus/TCP,66,"Response: Trans: 27570; Unit:   1, Func:  16: Write Multiple Registers",Response,Write Multiple Registers,7570,Write,Multiple,Registers,0.099692000000001
3002,3003,31.562705,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 27571; Unit:   1, Func:   2: Read Discrete Inputs",Query,Read Discrete Inputs,7571,Read,Discrete,Inputs,0.0005449999999989075
3003,3004,31.56325,169.254.149.247,169.254.83.9,Modbus/TCP,64,"Response: Trans: 27571; Unit:   1, Func:   2: Read Discrete Inputs",Response,Read Discrete Inputs,7571,Read,Discrete,Inputs,0.00019999999999953388
3004,3005,31.56345,169.254.83.9,169.254.149.247,Modbus/TCP,68,"   Query: Trans: 27572; Unit:   1, Func:  15: Write Multiple Coils",Query,Write Multiple Coils,7572,Write,Multiple,Coils,0.0003740000000007626
3005,3006,31.563824,169.254.149.247,169.254.83.9,Modbus/TCP,66,"Response: Trans: 27572; Unit:   1, Func:  15: Write Multiple Coils",Response,Write Multiple Coils,7572,Write,Multiple,Coils,0.00025499999999922807
3006,3007,31.564079,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 27573; Unit:   1, Func:   4: Read Input Registers",Query,Read Input Registers,7573,Read,Input,Registers,0.0003160000000015373
3007,3008,31.564395,169.254.149.247,169.254.83.9,Modbus/TCP,71,"Response: Trans: 27573; Unit:   1, Func:   4: Read Input Registers",Response,Read Input Registers,7573,Read,Input,Registers,0.0003390000000003113
3008,3009,31.564734,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 27574; Unit:   1, Func:   3: Read Holding Registers",Query,Read Holding Registers,7574,Read,Holding,Registers,0.00028700000000014825
3009,3010,31.565021,169.254.149.247,169.254.83.9,Modbus/TCP,71,"Response: Trans: 27574; Unit:   1, Func:   3: Read Holding Registers",Response,Read Holding Registers,7574,Read,Holding,Registers,0.0002459999999970819
3010,3011,31.565267,169.254.83.9,169.254.149.247,Modbus/TCP,75,"   Query: Trans: 27575; Unit:   1, Func:  16: Write Multiple Registers",Query,Write Multiple Registers,7575,Write,Multiple,Registers,0.000286000000002673
3011,3012,31.565553,169.254.149.247,169.254.83.9,Modbus/TCP,66,"Response: Trans: 27575; Unit:   1, Func:  16: Write Multiple Registers",Response,Write Multiple Registers,7575,Write,Multiple,Registers,0.10002599999999973
3012,3013,31.665579,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 27576; Unit:   1, Func:   2: Read Discrete Inputs",Query,Read Discrete Inputs,7576,Read,Discrete,Inputs,0.0005329999999972301
3013,3014,31.666112,169.254.149.247,169.254.83.9,Modbus/TCP,64,"Response: Trans: 27576; Unit:   1, Func:   2: Read Discrete Inputs",Response,Read Discrete Inputs,7576,Read,Discrete,Inputs,0.0003160000000015373
3014,3015,31.666428,169.254.83.9,169.254.149.247,Modbus/TCP,68,"   Query: Trans: 27577; Unit:   1, Func:  15: Write Multiple Coils",Query,Write Multiple Coils,7577,Write,Multiple,Coils,0.00032300000000162754
3015,3016,31.666751,169.254.149.247,169.254.83.9,Modbus/TCP,66,"Response: Trans: 27577; Unit:   1, Func:  15: Write Multiple Coils",Response,Write Multiple Coils,7577,Write,Multiple,Coils,0.00021999999999877673
3016,3017,31.666971,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 27578; Unit:   1, Func:   4: Read Input Registers",Query,Read Input Registers,7578,Read,Input,Registers,0.0003260000000011587
3017,3018,31.667297,169.254.149.247,169.254.83.9,Modbus/TCP,71,"Response: Trans: 27578; Unit:   1, Func:   4: Read Input Registers",Response,Read Input Registers,7578,Read,Input,Registers,0.0002689999999994086
3018,3019,31.667566,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 27579; Unit:   1, Func:   3: Read Holding Registers",Query,Read Holding Registers,7579,Read,Holding,Registers,0.00029499999999771376
3019,3020,31.667861,169.254.149.247,169.254.83.9,Modbus/TCP,71,"Response: Trans: 27579; Unit:   1, Func:   3: Read Holding Registers",Response,Read Holding Registers,7579,Read,Holding,Registers,0.00020700000000317686
3020,3021,31.668068,169.254.83.9,169.254.149.247,Modbus/TCP,75,"   Query: Trans: 27580; Unit:   1, Func:  16: Write Multiple Registers",Query,Write Multiple Registers,7580,Write,Multiple,Registers,0.0002839999999970644
3021,3022,31.668352,169.254.149.247,169.254.83.9,Modbus/TCP,66,"Response: Trans: 27580; Unit:   1, Func:  16: Write Multiple Registers",Response,Write Multiple Registers,7580,Write,Multiple,Registers,0.10028100000000251
3022,3023,31.768633,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 27581; Unit:   1, Func:   2: Read Discrete Inputs",Query,Read Discrete Inputs,7581,Read,Discrete,Inputs,0.0008839999999992187
3023,3024,31.769517,169.254.149.247,169.254.83.9,Modbus/TCP,64,"Response: Trans: 27581; Unit:   1, Func:   2: Read Discrete Inputs",Response,Read Discrete Inputs,7581,Read,Discrete,Inputs,0.0006249999999994316
3024,3025,31.770142,169.254.83.9,169.254.149.247,Modbus/TCP,68,"   Query: Trans: 27582; Unit:   1, Func:  15: Write Multiple Coils",Query,Write Multiple Coils,7582,Write,Multiple,Coils,0.0013970000000007587
3025,3026,31.771539,169.254.149.247,169.254.83.9,Modbus/TCP,66,"Response: Trans: 27582; Unit:   1, Func:  15: Write Multiple Coils",Response,Write Multiple Coils,7582,Write,Multiple,Coils,0.00035600000000002296
3026,3027,31.771895,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 27583; Unit:   1, Func:   4: Read Input Registers",Query,Read Input Registers,7583,Read,Input,Registers,0.0007279999999987297
